sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
BMFXWV2,"The investment objective of the Fund is to seek to provide both capital growth and income by tracking the performance of the Solactive L&G ESG UK Index (the Index). The Fund invests almost exclusively in the shares of companies that make up the Index. The index aims to explicitly incorporate environmental, social and governance considerations into the investment strategy. The Fund may exclude shares of companies in the Index in accordance with the Managers climate impact pledge (the Climate Impact Pledge). The Fund may also invest in the shares of companies which are reasonably expected, at the Managers discretion, to become part of the Index. The Fund may also hold units in other collective investment schemes, money market instruments, cash and near cash. The Fund may also use derivatives for efficient portfolio management purposes. From time to time non-index constituents may be held as a result of a corporate action.",0.15,0.05,74.11,R3PN,0,191,Legal & General,3,Legal & General Future Wrld ESG Tilted & Opt UK Id,Legal & General Future World ESG Tilted & Optimised UK Index (Clas,501.4,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,2019-04-15,100.0,100.0,0.1,326.0,74.11,0.0,N/a,Dividend,-0.35,7.63,0.0,7.63,10.37,-0.02,18.76,2.93,2.03,0.0,0.0,7.22,1,25.0,101,UK All Companies,0,1,0.1,1,Accumulation,2025-05-28,2025-05-28,Daily,0.03,1
BJ2JPG8,"The objective of this fund is to provide growth by tracking the performance of those companies in the FTSE World Index which are engaged in Health, Pharmaceuticals and Biotechnology activities. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of company shares from around the world. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.31,0.11,71.39999999999999,Q1KE,0,191,Legal & General,3,Legal & General Gbl Health & Pharma Index (C),Legal & General Global Health & Pharmaceutical Index (Class C),908.7,1.3,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2000-11-01,100.0,100.0,0.2,178.0,71.39999999999999,0.0,Annually,Dividend,0.72,-12.3,0.0,-12.3,9.01,2.59,-1.92,15.19,-14.68,4.51,18.07,-13.35,1,25.0,109,Global,0,1,0.2,1,Accumulation,2025-05-28,2025-05-28,Daily,1.3,0
BJ2JPH9,"The objective of this fund is to provide growth by tracking the performance of those companies in the FTSE World Index which are engaged in Health, Pharmaceuticals and Biotechnology activities. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of company shares from around the world. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.31,0.11,66.06,Q1KF,0,191,Legal & General,3,Legal & General Gbl Health & Pharma Index (C),Legal & General Global Health & Pharmaceutical Index (Class C),908.7,1.3,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2000-11-01,100.0,100.0,0.2,178.0,66.06,0.0,Annually,Dividend,0.73,-12.3,0.0,-12.3,9.0,2.59,-1.93,15.2,-14.69,4.51,18.07,-13.35,1,25.0,109,Global,0,1,0.2,1,Income,2025-05-28,2025-05-28,Daily,1.3,0
BG0QP15,"The objective of this fund is to provide growth by tracking the performance of the S&P Global 100 Index, converted into Sterling. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of shares of the 100 largest multinational companies. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.14,0.05,258.1,JUFI,0,191,Legal & General,1,Legal & General Global 100 Index (Class C),Legal & General Global 100 Index (Class C),1774.1,0.01,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2002-11-04,100.0,100.0,0.09,106.0,258.1,0.0,Bi-annually,Dividend,0.98,4.85,0.0,4.85,25.11,9.69,43.89,13.26,-6.48,22.33,99.36,-3.6,1,25.0,109,Global,0,1,0.09,1,Income,2025-05-28,2025-05-28,Daily,0.01,0
BG0QP26,"The objective of this fund is to provide growth by tracking the performance of the S&P Global 100 Index, converted into Sterling. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of shares of the 100 largest multinational companies. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk.",0.14,0.05,410.59999999999997,JUFJ,0,191,Legal & General,1,Legal & General Global 100 Index (Class C),Legal & General Global 100 Index (Class C),1774.1,0.01,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2002-11-04,100.0,100.0,0.09,106.0,410.59999999999997,0.0,Bi-annually,Dividend,0.98,4.82,0.0,4.82,25.13,9.66,43.83,13.31,-6.49,22.36,99.41,-3.63,1,25.0,109,Global,0,1,0.09,1,Accumulation,2025-05-28,2025-05-28,Daily,0.01,0
BG0QP37,"The objective of this fund is to provide growth by tracking the performance of the FTSE All-World Emerging Index. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of a broad spread of shares of companies in developing countries. The fund may also hold shares of companies which are reasonably expected, at the investment managers discretion, to become part of the Index. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. The fund may also use derivatives for investment purposes. This is not expected to occur regularly and will be mainly for managing the funds cashflow or maintaining accurate tracking. The fund may also invest in other company shares, cash or cash-like investments and other funds.",0.25,0.08,63.7,JUFK,0,191,Legal & General,1,Legal & General Global Emerging Markets Index (C),Legal & General Global Emerging Markets Index (Class C),2240.3,0.02,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2010-10-29,100.0,100.0,0.17,2043.0,63.7,-0.02,Annually,Dividend,0.3,3.86,0.0,3.86,13.46,-2.25,15.18,-8.67,-2.76,27.8,34.44,0.46,1,25.0,112,Global Emerging Markets,0,1,0.17,1,Income,2025-05-28,2025-05-28,Daily,0.02,0
BG0QP48,"The objective of this fund is to provide growth by tracking the performance of the FTSE All-World Emerging Index. The fund will invest almost entirely in company shares. The funds investments will closely match those that make up the Index. The Index consists of a broad spread of shares of companies in developing countries. The fund may also hold shares of companies which are reasonably expected, at the investment managers discretion, to become part of the Index. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. The fund may also use derivatives for investment purposes. This is not expected to occur regularly and will be mainly for managing the funds cashflow or maintaining accurate tracking. The fund may also invest in other company shares, cash or cash-like investments and other funds.",0.25,0.08,88.94,JUFL,0,191,Legal & General,1,Legal & General Global Emerging Markets Index (C),Legal & General Global Emerging Markets Index (Class C),2240.3,0.02,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2010-10-29,100.0,100.0,0.17,2043.0,88.94,-0.02,Annually,Dividend,0.3,3.89,0.0,3.89,13.47,-2.26,15.22,-8.65,-2.75,27.81,34.51,0.45,1,25.0,112,Global Emerging Markets,0,1,0.17,1,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BPN6009,"The objective of this fund is to provide both an income and growth by aiming to track the performance of the FTSE World Index. The fund will invest almost entirely in company shares included in the Index. The funds investments will closely match those that make up the Index. The Index consists of a broad spread of company shares from around the world (including the UK). The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. The fund may also invest in other transferable securities, cash or cash like investments and other funds.",0.13,0.05,159.60000000000002,KPLR,0,191,Legal & General,1,Legal & General Global Equity Index (Class C),Legal & General Global Equity Index (Class C),1303.1,0.02,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2014-09-23,100.0,100.0,0.08,2345.0,159.60000000000002,-0.07,Bi-annually,Dividend,0.89,6.32,0.0,6.32,20.39,5.1,34.52,6.04,-4.64,23.65,76.39,-3.89,1,25.0,109,Global,0,1,0.08,0,Accumulation,2025-05-28,2025-05-28,Daily,0.02,0
BG0QPP9,"The objective of this fund is to provide a mixture of income and growth (if the income is reinvested) by tracking the performance of the Bloomberg Barclays World Government Ex UK Inflation Linked Bonds TR Hedged GBP Index. The fund will invest between 80% and 100% in bonds included in the Index. These bonds will have a pre-set rate of income (either set at a fixed level or varying in a predetermined way). The funds investments will closely match those that make up the Index and this will be achieved through investing in a sample selection of the bonds in the Index.  The bonds are issued in the relevant national currency by governments around the world (excluding the UK). The interest and capital returns on these bonds will be linked to local inflation rates. The bonds that the fund invests in will be a mixture of investment grade bonds (rated as lower risk) and sub-investment grade bonds (rated as higher risk). The mix will closely match that of the Index. 35% or more of the fund can be invested in United States government or public bonds. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. It will also use currency derivatives for investment purposes to manage the effect of fluctuations in exchange rates with Sterling, in order to maintain accurate tracking. The fund may also invest in other bonds, deposits, money market instruments and cash.",0.23,0.1,49.41,JUGC,0,191,Legal & General,4,Legal & General Global Inflation Lnk Bond Indx (C),Legal & General Global Inflation Linked Bond Index (Class C),1582.4,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2013-08-28,100.0,100.0,0.13,123.0,49.41,0.0,Bi-annually,Interest,0.0,4.64,0.0,4.64,1.78,-5.48,0.67,-0.14,0.14,6.73,7.29,1.47,1,25.0,106,Global Bonds,0,1,0.13,1,Income,2025-05-28,2025-05-28,Daily,3.4,0
BG0QPQ0,"The objective of this fund is to provide a mixture of income and growth (if the income is reinvested) by tracking the performance of the Bloomberg Barclays World Government Ex UK Inflation Linked Bonds TR Hedged GBP Index. The fund will invest between 80% and 100% in bonds included in the Index. These bonds will have a pre-set rate of income (either set at a fixed level or varying in a predetermined way). The funds investments will closely match those that make up the Index and this will be achieved through investing in a sample selection of the bonds in the Index.  The bonds are issued in the relevant national currency by governments around the world (excluding the UK). The interest and capital returns on these bonds will be linked to local inflation rates. The bonds that the fund invests in will be a mixture of investment grade bonds (rated as lower risk) and sub-investment grade bonds (rated as higher risk). The mix will closely match that of the Index. 35% or more of the fund can be invested in United States government or public bonds. The fund may use derivatives to reduce risk or cost, or to generate additional capital or income with no, or an acceptably low, level of risk. It will also use currency derivatives for investment purposes to manage the effect of fluctuations in exchange rates with Sterling, in order to maintain accurate tracking. The fund may also invest in other bonds, deposits, money market instruments and cash.",0.23,0.1,62.68,JUGD,0,191,Legal & General,4,Legal & General Global Inflation Lnk Bond Indx (C),Legal & General Global Inflation Linked Bond Index (Class C),1582.4,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2013-08-28,100.0,100.0,0.13,123.0,62.68,0.0,Bi-annually,Interest,0.02,4.73,0.0,4.73,1.79,-5.51,0.72,-0.14,0.14,6.75,7.37,1.47,1,25.0,106,Global Bonds,0,1,0.13,1,Accumulation,2025-05-28,2025-05-28,Daily,3.4,0
BF0TZL7,"The objective of the Fund is to aim to achieve capital growth and income by tracking the performance of the FTSE Global Core Infrastructure Index (the Index). The Fund will invest primarily  in equities that make up the constituents of the Index. Equity securities that make up the Index will be held with weightings generally proportionate to their companys market capitalisation. The Fund may also invest in permitted deposits, money market instruments, cash, near cash, units in other collective investment schemes and other equities which are reasonably expected, at the investment managers discretion, to become part of the Index in the near future. The Fund may hold depositary receipts and derivatives for the purposes of efficient portfolio management only.

 From time to time, non-index constituents may be held as a result of a corporate action or index changes and these holdings will be sold or transferred as soon as reasonably practical.",0.3,0.1,85.8,OS1H,0,191,Legal & General,3,Legal & General Global Infrastructure Index (C),Legal & General Global Infrastructure Index (C),1503.3,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.2,283.0,85.8,0.01,Bi-annually,Dividend,0.34,6.89,0.0,6.89,5.86,-9.28,2.65,20.71,-2.64,4.02,28.9,-6.5,1,25.0,109,Global,0,1,0.2,1,Accumulation,2025-05-28,2025-05-28,Daily,0.03,0
BF0TZM8,"The objective of the Fund is to aim to achieve capital growth and income by tracking the performance of the FTSE Global Core Infrastructure Index (the Index). The Fund will invest primarily  in equities that make up the constituents of the Index. Equity securities that make up the Index will be held with weightings generally proportionate to their companys market capitalisation. The Fund may also invest in permitted deposits, money market instruments, cash, near cash, units in other collective investment schemes and other equities which are reasonably expected, at the investment managers discretion, to become part of the Index in the near future. The Fund may hold depositary receipts and derivatives for the purposes of efficient portfolio management only.

 From time to time, non-index constituents may be held as a result of a corporate action or index changes and these holdings will be sold or transferred as soon as reasonably practical.",0.3,0.1,71.97,OS1I,0,191,Legal & General,3,Legal & General Global Infrastructure Index (C),Legal & General Global Infrastructure Index (C),1503.3,0.03,0.0,0,0.0,0.0,0.0,0,1,1,,0000-00-00,100.0,100.0,0.2,283.0,71.97,0.01,Bi-annually,Dividend,0.35,6.87,0.0,6.87,5.87,-9.13,2.81,20.5,-2.66,4.01,28.86,-6.51,1,25.0,109,Global,0,1,0.2,1,Income,2025-05-28,2025-05-28,Daily,0.03,0
